some_index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,dist
9546,3,3,20,11,12,7,6,12,8,6,9,6,11,8,12,18,14,11,5,16,15,7,19,15,14,12,21,15,16,25,19,21,13,21,25,13,24,28,25,26,28,15,19,24,26,27,23,41,27,28,25,30,24,34,30,34,38,45,34,32,37,31,38,30,46,29,34,41,48,31,41,47,48,40,45,41,43,54,60,52,41,53,47,47,47,50,45,47,43,46,61,40,52,51,39,47,67,55,45,55,30,0
9547,0,0,2,1,2,1,6,1,6,6,1,2,4,3,5,3,8,8,11,11,16,12,15,12,11,9,14,12,12,18,15,13,15,13,17,20,12,17,31,19,27,31,23,18,18,22,31,27,17,26,23,45,25,39,29,30,35,34,31,32,35,30,35,46,28,36,45,40,32,41,43,38,48,38,58,63,37,57,44,66,45,41,75,49,53,59,58,52,64,68,54,56,66,52,62,70,57,61,58,55,38,1
9548,1,0,1,2,5,2,4,8,12,6,8,8,11,5,9,11,14,17,15,15,25,16,15,19,20,21,18,21,17,29,17,21,25,27,29,20,25,23,19,29,33,28,37,31,24,40,21,24,40,42,49,35,37,28,36,34,47,43,26,37,42,30,38,44,57,50,34,34,39,38,42,33,41,47,37,44,35,36,38,42,50,42,41,41,49,41,50,41,37,40,48,47,42,52,44,49,46,34,42,52,29,0
9549,0,1,0,1,1,3,1,5,3,5,7,7,8,13,8,13,9,5,9,12,13,12,14,6,12,18,19,15,12,13,11,29,21,16,14,23,18,13,17,25,20,26,17,23,24,22,25,37,30,35,25,31,26,26,33,43,31,28,33,34,34,36,34,50,31,39,35,40,43,36,33,64,47,49,49,46,46,47,61,43,53,48,49,56,42,63,53,65,36,53,58,59,53,56,57,59,58,54,65,63,36,1
9550,0,1,0,0,0,2,0,0,4,0,1,3,2,1,1,6,3,6,3,5,7,12,5,8,9,7,12,9,12,12,16,15,15,15,11,10,26,17,16,20,22,21,19,29,21,32,30,25,34,28,34,38,37,35,36,35,32,32,41,30,35,30,42,51,34,33,36,48,47,43,61,41,51,40,61,47,46,53,53,59,57,58,46,62,71,60,51,64,55,60,51,64,45,44,72,54,55,67,63,60,27,0
9551,9,21,17,22,27,24,21,26,29,19,25,18,18,26,20,23,23,22,19,22,19,24,25,20,32,25,23,26,23,21,21,25,37,33,30,22,27,33,35,28,24,29,32,33,32,17,25,32,28,25,28,30,32,30,33,19,29,28,32,30,29,28,22,34,22,37,32,29,41,43,43,32,33,34,53,36,27,33,34,34,34,31,30,44,38,45,43,31,35,46,39,48,45,44,40,26,43,44,27,42,21,0
9552,11,16,16,22,13,24,18,15,25,13,30,24,21,18,21,20,20,19,27,16,23,24,25,13,30,18,21,20,25,29,27,26,23,18,36,23,24,29,23,32,25,28,21,26,35,28,23,34,40,30,26,36,28,31,30,27,25,28,31,25,31,34,32,31,31,32,39,44,23,24,34,33,40,26,38,30,37,49,41,38,47,35,40,46,27,32,34,39,47,36,40,37,44,49,48,38,49,57,47,46,20,0
9553,13,37,23,23,29,25,24,30,16,22,17,19,20,26,24,26,27,23,17,25,18,27,23,22,31,25,29,24,18,29,23,32,21,28,26,25,24,27,22,26,29,33,25,30,31,30,39,25,42,24,32,37,33,28,28,30,33,28,27,33,37,25,39,23,31,21,36,34,32,23,32,35,41,37,33,21,26,20,30,41,40,33,35,48,32,37,24,29,43,45,50,31,30,54,40,40,47,51,34,44,13,0
9554,11,23,17,17,23,18,14,18,15,17,15,16,24,25,25,18,22,26,17,18,18,12,16,26,20,24,16,15,21,23,28,18,17,19,22,31,32,21,15,28,27,25,29,20,20,20,23,17,19,25,19,32,29,26,42,23,33,24,30,44,32,31,33,47,28,30,37,35,21,40,38,36,39,41,31,27,39,51,36,48,52,51,49,40,32,38,55,40,33,43,34,42,42,58,45,50,52,55,54,59,28,0
9555,0,1,0,0,0,0,0,1,0,0,1,2,1,2,2,2,2,6,5,3,1,7,6,4,3,7,3,8,8,12,7,9,12,15,17,13,17,10,13,19,27,20,15,16,23,22,27,33,30,32,34,22,30,18,39,35,44,27,43,46,42,29,27,53,39,37,38,38,44,59,49,55,49,49,50,56,42,55,62,55,53,66,58,58,61,51,53,69,54,69,58,57,63,69,74,74,65,59,59,67,33,0
9556,1,3,3,8,13,7,6,9,7,10,7,8,6,7,4,8,11,10,9,10,13,12,11,16,15,12,9,14,12,15,15,22,12,19,13,19,27,29,15,22,22,13,19,19,27,32,24,21,26,28,35,29,22,35,31,29,20,36,34,38,32,35,38,37,32,38,36,35,30,35,34,27,48,38,39,39,34,50,38,50,59,53,53,50,53,65,63,47,50,63,67,63,73,62,77,63,52,70,61,74,28,0
9557,0,0,0,1,0,3,2,0,3,1,3,4,2,2,7,1,5,2,4,6,5,10,3,7,10,7,9,10,15,16,13,9,10,10,14,20,21,15,22,19,10,22,19,19,27,25,27,21,21,30,23,30,26,26,32,37,37,31,40,46,32,32,47,38,44,42,50,38,38,43,35,38,44,33,62,41,50,46,43,55,47,58,62,42,60,66,49,58,66,71,76,75,58,64,64,73,72,70,72,64,42,1
9558,0,1,0,1,0,3,0,2,4,5,1,4,8,6,5,13,4,7,6,8,9,9,8,16,7,4,13,11,21,11,15,18,19,19,9,21,14,20,28,23,26,25,23,24,32,28,20,18,18,40,39,29,26,22,36,32,34,34,34,48,41,48,35,35,45,50,50,35,33,34,44,46,45,44,48,43,42,45,47,53,50,49,50,50,48,51,50,58,59,59,45,62,54,63,57,65,65,53,88,65,35,1
9559,9,23,19,30,23,26,19,25,28,22,21,24,30,28,22,23,25,25,30,26,19,21,24,30,31,28,35,22,25,26,27,14,26,20,24,25,39,26,28,29,39,18,29,36,36,28,22,31,28,40,26,26,31,33,29,32,41,23,27,19,40,41,29,28,35,37,31,46,33,40,29,35,34,31,45,31,38,28,29,24,31,36,35,38,51,34,33,40,21,28,37,41,33,35,33,32,34,37,40,41,15,0
9560,0,7,4,4,8,5,3,12,5,4,6,8,4,9,9,11,12,2,5,10,6,6,13,4,13,11,13,15,15,13,8,18,16,14,14,8,17,20,15,15,23,15,17,14,20,22,29,17,21,16,17,29,23,30,26,27,19,28,32,38,40,40,20,35,37,37,33,42,43,39,45,37,45,47,49,41,54,53,48,49,44,67,59,60,46,65,49,61,67,54,66,62,53,70,67,67,73,87,75,92,37,0
9561,0,0,0,0,1,0,0,0,2,6,5,1,6,3,2,8,9,3,3,2,3,9,13,7,17,7,11,7,16,16,10,10,19,12,17,13,24,16,15,22,14,15,17,24,25,15,23,23,19,23,25,30,32,26,24,30,32,30,23,41,36,38,42,29,46,31,40,42,49,42,39,56,56,42,40,63,52,48,62,67,59,47,51,54,54,52,57,61,57,70,73,68,82,64,74,73,66,64,57,64,27,1
9562,6,13,21,30,27,27,26,20,20,28,21,32,27,19,18,35,23,27,24,21,18,23,26,19,21,31,24,31,32,29,28,28,27,32,37,28,37,29,37,33,32,36,25,29,27,30,38,23,32,35,28,33,37,39,26,29,29,37,36,28,36,31,30,27,32,26,35,38,35,33,45,34,35,37,39,30,30,38,36,27,34,34,28,37,19,31,33,31,27,39,30,43,35,33,30,26,28,32,39,36,17,1
9563,0,0,0,0,1,0,0,1,1,0,2,2,4,2,6,3,6,4,6,7,6,5,11,10,11,8,12,17,17,17,18,13,15,21,23,19,18,20,31,18,30,25,27,30,23,28,23,33,38,39,41,28,30,33,28,37,44,40,19,35,47,39,45,41,39,53,41,49,39,46,52,47,47,44,55,43,31,58,39,46,61,49,49,55,51,53,56,62,48,50,52,44,50,65,47,59,68,60,55,54,25,0
9564,15,21,19,19,22,25,24,23,24,11,34,21,25,25,17,22,12,26,24,27,21,25,28,23,19,21,16,22,25,24,31,19,24,23,20,18,37,25,32,27,30,27,20,25,19,29,29,30,29,32,39,30,31,25,19,30,26,27,25,29,25,28,42,35,32,29,36,37,39,32,39,30,31,37,46,37,30,36,41,31,34,42,26,47,39,37,46,46,39,38,41,42,38,42,46,49,37,46,42,51,12,0
9565,1,1,4,4,5,2,5,7,3,5,8,3,2,5,7,10,5,10,6,6,6,5,12,7,12,8,11,13,13,12,13,5,14,14,10,10,18,17,17,16,10,10,11,21,26,23,21,24,20,22,31,13,26,32,26,21,23,41,25,30,35,26,27,36,40,51,25,35,56,37,35,49,47,44,42,66,44,57,54,50,45,47,62,62,58,62,65,62,64,72,76,53,52,79,76,69,77,81,76,78,40,0
9566,0,0,0,0,0,0,0,1,2,1,3,4,2,2,5,7,8,6,5,2,10,8,9,4,8,10,10,1,11,9,8,13,14,8,13,17,13,9,14,21,14,16,16,22,21,21,29,22,30,26,21,28,32,28,30,30,27,28,29,27,31,27,47,35,41,34,38,37,45,46,44,54,52,49,41,45,46,59,51,54,44,67,53,67,62,61,66,65,63,65,75,68,65,77,58,76,74,75,72,71,45,1
9567,2,10,12,14,13,15,11,11,15,10,9,12,12,14,12,8,13,12,17,19,15,17,22,19,17,21,10,18,13,19,25,22,21,24,28,20,27,35,19,23,26,28,14,36,28,17,19,27,20,28,22,26,39,31,27,32,24,31,32,46,34,38,30,37,31,37,46,34,47,42,26,44,37,44,44,39,46,38,44,32,47,50,45,38,56,44,47,51,42,51,43,66,45,52,55,48,44,47,64,58,28,0
9568,0,1,2,2,7,9,5,6,7,15,6,12,7,4,9,10,12,19,14,19,16,18,13,14,23,15,19,14,27,16,25,21,30,25,20,26,19,21,31,21,26,34,29,25,28,30,25,36,31,27,27,33,31,29,41,24,34,36,35,32,40,37,40,37,29,46,42,42,41,38,41,43,37,39,41,55,43,38,35,44,44,34,59,54,49,40,48,46,42,44,49,42,55,49,44,46,59,61,50,58,26,1
9569,2,16,17,11,11,5,17,14,17,11,14,9,15,17,15,20,8,16,22,14,14,12,20,22,12,22,17,19,25,22,18,20,17,29,21,30,16,31,17,31,35,28,42,38,16,26,26,23,34,33,27,37,37,27,22,39,38,37,25,24,37,44,43,19,44,38,35,32,34,39,41,41,42,44,43,53,43,47,47,40,49,49,40,38,39,44,39,38,42,42,47,31,41,50,37,46,37,53,55,56,21,0
9570,0,4,1,1,2,1,1,9,3,5,4,3,0,3,3,6,5,8,6,9,10,11,17,5,12,10,13,15,12,17,15,18,16,19,16,20,20,15,16,19,17,30,23,32,36,26,32,37,30,36,36,32,39,31,41,22,48,37,41,42,36,43,35,36,43,39,43,34,41,49,57,51,50,44,43,42,50,41,37,49,56,49,51,42,43,54,50,50,55,51,43,58,64,53,55,52,60,64,66,49,34,0
9571,0,0,0,0,1,0,1,1,0,1,0,1,2,1,1,4,3,5,2,3,5,5,9,5,12,7,9,10,11,7,15,12,16,15,17,19,22,20,24,18,29,18,21,18,24,28,32,33,32,36,29,26,34,32,35,40,37,34,41,39,41,48,44,44,37,37,37,46,40,44,54,47,40,35,61,51,56,55,48,61,39,58,66,56,60,58,55,48,63,61,60,53,54,47,68,56,47,60,67,67,29,0
9572,7,19,19,18,21,15,14,25,20,11,12,11,14,24,25,17,21,17,18,12,21,19,16,30,31,32,12,26,14,16,28,24,17,25,28,26,25,24,26,40,27,25,21,21,25,17,33,26,25,30,18,28,25,36,22,23,29,31,31,34,36,32,31,38,27,28,39,41,43,40,29,27,32,35,45,40,34,30,38,38,39,45,31,33,45,49,47,42,54,37,49,53,49,43,65,48,51,46,55,48,21,0
9573,1,6,13,11,7,9,10,5,4,19,12,16,14,9,17,15,13,14,13,10,20,10,21,14,17,15,17,19,20,20,23,13,10,24,18,23,18,22,27,25,27,19,32,24,21,25,29,26,23,33,30,27,32,29,36,34,37,37,27,26,38,39,34,32,42,42,43,41,39,32,30,37,33,45,40,37,57,36,41,46,46,37,35,49,51,44,40,60,62,54,49,48,56,71,63,54,41,48,58,49,33,0
9574,4,14,17,22,14,20,22,11,18,20,26,16,18,20,25,18,18,23,28,24,28,32,27,19,31,26,28,21,26,33,24,32,36,22,31,26,34,35,34,24,29,23,27,42,43,39,27,33,26,26,33,29,30,26,43,27,29,33,36,40,35,32,27,38,50,37,30,27,30,35,30,36,36,32,36,36,32,31,36,35,34,32,43,35,32,26,36,30,45,26,36,38,42,43,37,45,33,32,27,33,26,1
9575,2,7,8,8,5,8,5,10,6,9,11,10,6,12,13,11,7,8,14,11,6,12,12,10,12,13,13,12,8,15,11,15,14,21,16,22,17,18,16,12,18,18,24,23,19,29,34,27,28,30,25,35,23,24,24,42,22,37,35,29,40,42,31,49,33,46,33,38,36,44,43,47,28,40,44,52,48,44,61,45,51,43,41,45,50,40,63,56,50,54,51,69,64,77,62,69,68,56,60,48,47,0
9576,8,14,28,18,22,29,22,31,24,25,18,20,19,24,32,34,23,27,21,18,16,23,18,15,26,26,31,24,25,23,33,21,28,27,24,25,23,24,24,26,23,27,24,37,27,27,28,29,26,40,29,23,24,36,42,36,31,38,34,32,29,34,24,37,30,29,26,38,36,33,27,39,27,38,30,30,30,39,35,40,41,39,36,33,38,47,33,30,38,42,39,38,30,44,40,42,50,41,43,38,15,0
9577,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,3,2,0,6,3,0,2,5,9,5,4,7,5,8,9,7,11,11,11,9,14,12,18,16,10,15,19,25,22,21,29,32,37,27,25,36,29,28,30,34,33,43,41,37,42,33,40,42,56,55,43,51,36,29,53,48,48,48,57,43,49,41,50,61,52,49,53,54,55,67,65,67,57,70,53,70,78,69,53,60,61,71,62,66,56,33,0
9578,0,0,3,1,3,0,4,4,9,9,13,3,12,8,9,9,6,11,10,13,11,15,9,16,12,19,13,17,18,13,21,18,24,15,20,20,19,23,29,18,22,27,29,33,39,20,26,27,29,30,30,35,36,30,24,32,30,25,33,40,24,52,33,35,35,29,38,34,41,52,39,42,47,47,40,42,38,41,51,42,61,36,46,58,48,54,62,40,55,66,59,54,64,60,47,51,53,64,58,50,38,1
9579,10,9,14,11,14,15,11,9,10,9,12,15,15,13,14,9,15,17,20,13,21,18,17,22,15,21,22,16,22,15,13,23,26,18,16,20,22,24,11,31,24,20,22,29,30,27,27,25,20,27,25,24,23,35,34,32,30,24,39,43,39,35,43,34,39,40,37,53,32,40,35,30,39,45,44,46,34,41,35,48,47,32,54,32,61,48,55,42,49,50,49,44,51,59,42,47,43,71,54,47,26,0
9580,4,18,16,18,23,21,18,13,16,13,23,12,18,22,36,16,23,23,29,19,25,32,23,26,19,21,20,29,21,23,25,22,20,23,30,22,23,26,26,26,27,22,30,31,28,23,30,34,30,31,18,30,31,22,26,42,28,31,21,41,36,39,35,31,35,26,29,41,33,34,31,31,30,39,31,45,50,38,48,32,46,50,36,43,40,40,40,37,42,35,47,38,48,46,40,49,38,44,33,39,16,0
9581,13,15,21,16,16,22,19,23,26,22,23,31,21,21,22,22,27,27,16,16,19,23,22,26,21,19,25,29,25,29,24,25,19,20,27,31,30,27,33,20,22,30,28,19,29,27,29,26,32,35,25,26,35,35,28,35,30,24,34,23,36,33,32,33,30,37,31,29,26,25,47,36,28,46,38,27,35,37,37,29,44,43,46,33,30,38,27,43,40,29,40,47,43,59,46,37,43,41,53,41,20,0
9582,0,1,1,0,3,1,4,1,6,8,3,5,7,1,4,8,8,10,10,11,10,12,10,12,19,26,19,11,19,18,27,20,21,28,28,16,24,24,25,30,33,28,24,23,36,31,21,26,31,33,25,35,37,46,40,41,35,40,34,39,36,35,46,37,44,38,41,34,45,41,48,27,50,42,46,31,29,46,51,60,42,62,48,58,58,44,42,49,47,43,56,57,45,44,49,55,48,55,50,58,14,0
9583,0,3,5,4,1,10,8,16,6,17,14,15,7,15,7,17,15,14,17,15,19,19,22,12,16,15,17,38,23,24,17,19,29,29,22,28,33,24,25,18,30,29,28,22,30,23,27,31,32,28,22,42,36,38,29,36,30,30,33,37,39,38,44,31,32,43,39,35,46,33,35,44,50,40,25,39,40,26,39,60,32,45,53,33,43,35,49,45,55,45,44,63,39,52,49,51,51,47,51,38,34,1
9584,2,1,7,11,10,9,6,6,11,8,11,5,3,7,9,7,13,7,6,8,7,12,18,18,19,7,6,19,11,12,12,7,16,16,18,14,19,17,28,15,24,19,27,24,24,21,24,27,26,25,28,20,25,26,23,30,34,48,37,40,29,24,36,37,39,34,38,40,41,41,37,47,50,40,46,45,32,47,51,49,43,65,50,57,66,68,51,57,54,53,47,53,48,79,56,58,72,65,71,62,32,0
9585,9,15,19,20,16,11,22,24,11,26,17,23,15,19,27,14,19,15,11,22,17,16,25,32,19,28,29,29,17,27,23,27,31,26,28,15,19,27,34,30,26,21,27,24,39,29,23,23,31,23,25,29,38,30,34,29,28,36,27,32,33,32,28,41,33,32,39,25,44,34,29,32,40,35,31,40,26,30,42,39,38,44,31,30,44,37,41,42,54,34,45,43,54,47,41,34,50,50,48,57,23,0
9586,1,5,1,4,3,2,3,4,2,6,5,4,4,7,4,9,7,5,11,6,7,9,5,9,14,6,6,9,10,5,14,15,16,13,11,10,14,9,12,17,16,15,22,15,14,24,17,17,23,21,29,24,19,27,40,27,25,36,30,23,44,33,26,36,32,39,36,42,42,49,40,47,41,32,45,48,52,63,51,65,59,49,63,61,62,62,63,60,66,69,72,68,73,74,77,63,68,73,70,69,48,0
9587,0,0,0,0,4,3,5,4,1,5,2,5,4,6,4,13,6,13,9,10,17,11,13,13,17,11,15,18,22,11,21,22,21,23,15,34,27,24,26,30,28,38,34,30,32,26,27,29,30,35,30,27,27,39,34,43,43,30,42,44,48,42,37,46,37,45,43,40,39,40,51,27,42,47,47,52,45,47,44,39,41,35,48,48,54,68,59,51,46,54,48,49,38,51,40,38,51,40,54,45,31,0
9588,5,3,2,2,2,3,5,12,5,10,6,7,2,14,13,9,4,6,10,11,7,8,10,10,8,12,14,9,13,15,16,11,17,16,19,13,22,21,12,16,14,23,22,21,26,18,21,22,25,18,25,23,22,23,30,31,39,44,37,26,31,32,40,39,29,32,45,36,51,38,46,43,53,38,44,59,50,43,38,46,55,52,57,67,58,55,50,57,57,61,47,55,63,73,55,78,69,66,78,69,35,0
9589,1,1,0,2,3,1,2,3,0,8,4,7,7,9,8,10,9,11,14,15,15,11,12,12,15,17,12,18,23,23,16,19,27,22,33,24,21,23,20,30,33,32,20,37,31,35,32,26,38,31,28,44,44,38,36,36,24,39,43,36,48,31,34,46,44,40,46,49,34,44,41,57,50,35,37,49,46,48,33,45,53,50,50,43,42,38,53,64,55,37,37,38,43,52,56,35,30,36,56,57,27,0
9590,0,0,0,1,1,1,2,3,1,1,5,3,1,5,4,7,4,6,9,10,6,16,7,10,14,11,16,15,11,17,13,23,18,22,21,28,25,18,21,28,29,28,22,39,25,31,41,20,29,40,34,32,42,39,50,42,28,37,35,42,36,35,44,39,52,38,32,50,41,44,41,47,38,42,61,43,45,48,44,52,53,47,59,61,44,54,48,54,43,36,50,40,55,50,56,50,47,54,56,50,32,0
9591,0,0,1,0,1,4,5,1,1,4,4,4,5,5,6,4,7,6,13,7,7,12,6,11,12,15,11,17,13,11,16,20,7,20,26,21,17,28,21,14,21,17,32,21,29,28,15,31,26,22,24,34,30,32,33,35,35,26,40,34,29,39,39,39,33,47,44,37,44,59,43,46,54,50,46,48,49,55,45,51,58,50,47,64,49,59,50,55,52,65,62,53,53,63,53,68,56,62,56,60,20,1
9592,0,0,1,2,1,1,1,0,0,4,3,4,6,5,6,9,9,13,6,11,8,9,10,14,20,13,10,19,12,16,14,34,18,22,23,23,20,37,20,27,27,27,27,18,31,23,34,29,28,38,33,31,45,38,36,35,33,35,42,43,41,39,44,46,51,37,45,60,44,40,36,43,40,46,53,47,41,39,46,50,40,37,53,59,56,52,34,47,56,50,44,51,44,48,47,48,67,52,42,51,30,0
9593,1,3,3,1,3,3,4,3,4,5,6,4,4,4,6,10,6,10,6,13,5,8,11,21,18,17,14,18,19,16,16,18,19,14,14,26,27,30,17,37,29,30,27,41,30,34,34,37,37,31,26,30,32,43,37,41,31,38,42,33,43,54,47,40,35,55,53,44,40,38,39,47,52,41,54,38,29,40,41,40,48,51,41,48,42,45,50,51,43,52,45,56,58,54,38,34,45,55,58,37,32,0
9594,0,5,5,4,7,6,6,9,8,5,5,4,2,5,8,12,8,5,6,11,3,7,12,9,8,10,8,16,14,14,11,11,19,15,15,17,16,17,11,19,24,19,22,25,16,22,24,18,29,20,17,25,28,22,33,36,27,28,31,42,28,24,28,46,26,30,25,35,45,34,46,48,38,40,39,41,45,38,38,47,55,65,74,59,55,57,56,67,60,70,68,59,69,77,73,76,78,70,67,79,44,0
9595,9,14,15,16,15,21,15,12,21,17,20,20,21,19,20,22,14,20,19,19,12,16,19,24,22,21,20,27,27,29,17,24,36,22,28,24,21,31,26,19,26,29,31,32,44,32,29,38,35,32,29,38,30,31,33,34,29,37,22,29,38,42,35,44,16,27,28,38,26,28,37,30,39,40,36,44,43,31,42,38,39,34,41,44,41,41,39,42,46,31,30,32,56,42,47,44,45,47,50,40,13,0
9596,9,11,14,16,18,11,9,8,12,9,12,15,21,15,18,21,21,18,26,18,13,11,22,15,16,12,22,15,28,26,26,28,11,28,27,19,26,18,32,21,19,19,29,23,33,22,21,29,30,27,31,23,28,22,31,31,37,35,29,28,21,39,37,49,26,41,44,40,42,34,43,35,40,52,30,42,35,39,47,46,43,44,38,49,43,38,49,53,50,42,44,40,45,56,46,55,47,37,60,57,17,0
9597,0,0,0,0,0,0,0,2,2,0,2,8,3,3,2,5,4,7,7,4,11,12,12,14,12,8,12,11,13,14,20,21,17,20,20,16,25,28,23,23,20,22,31,27,45,34,32,34,33,34,25,36,34,34,36,31,37,43,35,32,35,54,40,53,40,40,55,42,53,30,44,37,46,49,49,40,56,53,48,51,47,68,45,54,57,56,51,55,44,67,41,53,39,45,54,49,51,54,44,50,25,0
9598,5,16,8,13,7,11,8,11,11,11,11,17,11,15,13,10,12,20,17,13,21,26,14,25,17,19,23,24,24,20,18,31,37,31,25,24,30,29,26,31,33,32,30,32,28,34,29,31,39,34,38,39,35,26,32,27,32,39,42,36,40,43,37,42,43,36,28,37,33,41,42,53,34,35,43,32,35,37,39,40,50,28,35,44,46,50,27,28,49,33,58,28,45,42,46,45,41,36,28,49,19,0
9599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,2,0,0,2,4,1,3,8,9,6,10,3,9,7,4,8,13,11,15,16,19,13,18,26,15,31,19,27,31,23,24,28,23,28,37,22,31,39,39,40,39,35,37,51,54,48,54,56,38,49,53,72,47,59,52,55,65,50,60,62,66,75,71,80,60,70,70,64,89,60,73,78,78,85,61,82,90,42,0
9600,8,19,22,22,18,22,25,22,18,20,22,25,16,15,23,19,26,21,22,19,27,21,19,33,23,21,30,21,34,25,27,25,20,28,29,26,32,23,27,18,34,27,19,34,27,25,27,27,21,26,36,33,47,29,26,26,24,34,30,30,30,27,31,33,28,38,34,26,42,42,35,29,31,41,23,27,31,38,45,33,28,37,36,47,31,33,45,39,38,41,45,45,31,53,38,48,33,40,48,55,30,0
9601,3,15,7,10,13,10,10,11,9,14,23,14,11,19,14,12,14,18,16,11,22,19,22,25,21,23,27,29,26,28,24,18,32,25,28,32,32,27,28,42,30,34,36,29,31,27,28,39,38,24,34,36,30,26,36,40,35,37,29,41,30,38,36,39,34,33,30,43,29,33,50,27,34,42,32,41,46,34,46,48,27,41,37,49,36,47,34,45,33,40,45,40,36,39,41,40,37,53,41,33,17,0
9602,1,1,1,1,2,1,5,2,5,1,3,4,3,5,2,4,3,1,3,4,2,11,7,5,5,5,3,6,7,10,5,4,6,10,11,7,15,10,12,12,14,13,17,15,14,14,16,18,11,18,17,25,26,32,26,24,22,29,27,22,30,25,39,26,43,32,35,33,43,40,43,51,39,46,43,58,52,47,51,55,62,55,67,68,64,66,67,85,70,70,78,74,79,69,75,90,101,102,70,106,46,0
9603,0,0,1,0,2,0,1,0,1,3,3,3,4,3,6,5,8,8,11,9,11,12,10,11,13,13,24,11,18,16,22,16,15,19,18,23,21,25,26,36,22,29,30,23,35,28,28,45,30,46,40,28,34,43,32,39,43,46,31,47,48,42,44,45,49,39,47,43,41,32,45,41,51,42,40,49,43,44,37,28,46,49,34,51,50,60,41,60,49,49,44,51,56,51,38,60,57,53,52,52,20,0
9604,1,1,2,1,2,6,11,5,9,3,7,11,8,9,11,11,13,15,18,12,9,10,10,18,14,11,28,16,18,19,22,18,25,27,14,29,25,32,16,22,32,31,35,32,45,28,14,42,38,24,20,34,29,31,32,34,25,28,31,44,38,41,29,35,37,46,36,33,27,38,53,53,39,51,38,42,45,46,41,49,55,38,40,42,47,44,47,53,46,46,56,50,56,53,49,66,43,62,54,44,24,1
9605,2,1,2,1,3,3,7,3,2,5,6,7,5,12,4,6,5,6,7,7,3,5,4,7,9,9,10,11,7,14,13,4,17,14,12,14,11,8,14,24,20,18,17,17,21,21,20,29,16,21,21,14,25,25,31,24,25,27,36,28,19,28,36,36,37,39,35,44,33,49,36,53,54,42,54,45,60,33,46,56,52,54,50,51,71,46,66,74,81,72,80,76,54,101,71,79,73,71,64,68,51,0
9606,0,3,4,1,3,3,1,11,4,3,6,3,5,2,6,4,4,6,4,1,6,6,4,6,10,2,8,12,7,13,11,8,6,4,12,11,12,10,12,14,12,8,13,11,16,15,22,25,18,21,22,30,26,23,23,25,28,21,32,22,34,31,38,39,37,45,34,39,31,46,37,52,41,60,62,56,52,38,49,49,54,41,52,64,64,61,58,71,68,69,80,85,71,82,84,81,83,71,97,95,38,0
9607,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,1,3,1,4,2,5,8,5,2,4,7,7,7,5,9,7,10,12,17,8,19,17,20,22,18,21,25,17,27,20,24,28,25,32,31,39,30,35,32,31,43,44,40,42,57,43,37,48,46,59,54,50,72,67,49,58,66,66,63,67,66,81,64,72,76,62,77,64,72,54,68,86,67,98,85,67,87,42,0
9608,2,7,5,4,11,11,14,7,11,12,10,17,14,13,15,15,17,14,22,26,23,25,18,25,23,23,15,18,22,22,20,33,25,27,37,41,25,35,20,42,25,27,24,39,36,37,25,40,24,31,40,38,36,36,42,34,35,30,27,41,33,27,38,30,44,41,52,45,45,46,38,35,35,41,42,35,37,31,29,50,34,43,38,41,41,35,35,44,42,39,42,29,36,37,38,34,35,40,40,43,27,0
9609,1,0,6,6,7,9,9,13,10,10,7,11,21,14,20,10,12,16,13,23,14,20,21,13,11,18,22,19,18,26,16,19,32,14,29,28,26,20,26,27,22,28,23,30,29,27,19,43,34,30,35,22,34,30,26,36,35,32,34,38,30,42,24,46,38,46,34,52,36,40,44,37,47,42,39,40,47,37,35,50,44,48,47,31,28,46,49,40,43,55,45,50,49,56,51,48,34,41,56,64,25,1
9610,3,5,5,12,8,6,7,8,5,10,10,5,3,10,6,11,5,11,2,12,16,16,13,13,13,16,12,16,9,17,21,20,14,16,16,14,22,24,17,22,22,32,26,18,17,23,18,30,24,28,32,18,19,22,34,35,29,28,33,44,33,39,34,41,28,40,30,38,46,46,37,44,32,46,46,49,53,55,41,43,49,57,55,40,60,47,55,46,48,60,51,58,66,55,63,75,63,62,64,64,38,0
9611,0,0,1,0,0,1,1,2,2,1,3,2,1,1,2,5,4,4,3,2,13,6,5,6,4,10,14,7,10,15,8,10,17,17,7,21,19,13,22,20,31,22,19,24,41,27,33,38,30,33,38,28,36,34,37,31,38,37,48,41,35,45,31,41,39,40,52,36,47,38,54,50,47,49,54,44,55,52,49,49,63,43,56,60,49,54,50,53,41,63,56,64,54,54,60,78,56,54,64,45,31,0
